spec_id,variant_id,spec_type,spec_name,spec_value,unit_of_measure
6002,612,technical,Diamond Count(Pear),1.0,various
6003,612,technical,Length,21.15,various
6004,612,technical,Width,6.43,various
6005,612,technical,Reduction,0.619051,various
6006,612,technical,Shape,Pear,various
6007,612,technical,Diamond Size(Round) mm,1.25,various
6008,612,technical,Diamond Size(Pear) mm,5.8 * 3.8,various
6009,613,technical,SKU Code,S R-19023(0.50),various
6010,613,technical,Diamond Wt,0.45,various
6011,613,technical,Volume,278.57,various
6012,613,technical,Casting wt.,4.373549,various
6013,613,technical,18KT wt.(Gm),3.4988392,various
6014,613,technical,Diamond Count(Round),12.0,various
6015,613,technical,Length,21.1,various
6016,613,technical,Width,7.81,various
6017,613,technical,Reduction,0.8747098,various
6018,613,technical,Shape,Cushion,various
6019,613,technical,Diamond Size(Round) mm,1.4,various
6020,613,technical,Diamond Size(Cushion) mm,4.0,various
6021,613,technical,Diamond Count(Cushion),1.0,various
6022,614,technical,SKU Code,S R-19023(0.50),various
6023,614,technical,Diamond Wt,0.45,various
6024,614,technical,Volume,278.57,various
6025,614,technical,Casting wt.,4.373549,various
6026,614,technical,18KT wt.(Gm),3.4988392,various
6027,614,technical,Diamond Count(Round),12.0,various
6028,614,technical,Length,21.1,various
6029,614,technical,Width,7.81,various
6030,614,technical,Reduction,0.8747098,various
6031,614,technical,Shape,Cushion,various
6032,614,technical,Diamond Size(Round) mm,1.4,various
6033,614,technical,Diamond Size(Cushion) mm,4.0,various
6034,614,technical,Diamond Count(Cushion),1.0,various
6035,615,technical,SKU Code,S R-19023(0.50),various
6036,615,technical,Diamond Wt,0.45,various
6037,615,technical,Volume,278.57,various
6038,615,technical,Casting wt.,4.373549,various
6039,615,technical,18KT wt.(Gm),3.4988392,various
6040,615,technical,Diamond Count(Round),12.0,various
6041,615,technical,Length,21.1,various
6042,615,technical,Width,7.81,various
6043,615,technical,Reduction,0.8747098,various
6044,615,technical,Shape,Cushion,various
6045,615,technical,Diamond Size(Round) mm,1.4,various
6046,615,technical,Diamond Size(Cushion) mm,4.0,various
6047,615,technical,Diamond Count(Cushion),1.0,various
6048,616,technical,SKU Code,S R-19023(0.50),various
6049,616,technical,Diamond Wt,0.45,various
6050,616,technical,Volume,278.57,various
6051,616,technical,Casting wt.,4.373549,various
6052,616,technical,18KT wt.(Gm),3.4988392,various
6053,616,technical,Diamond Count(Round),12.0,various
6054,616,technical,Length,21.1,various
6055,616,technical,Width,7.81,various
6056,616,technical,Reduction,0.8747098,various
6057,616,technical,Shape,Cushion,various
6058,616,technical,Diamond Size(Round) mm,1.4,various
6059,616,technical,Diamond Size(Cushion) mm,4.0,various
6060,616,technical,Diamond Count(Cushion),1.0,various
6061,617,technical,SKU Code,S R-19023(0.50),various
6062,617,technical,Diamond Wt,0.45,various
6063,617,technical,Volume,278.57,various
6064,617,technical,Casting wt.,4.373549,various
6065,617,technical,18KT wt.(Gm),3.4988392,various
6066,617,technical,Diamond Count(Round),12.0,various
6067,617,technical,Length,21.1,various
6068,617,technical,Width,7.81,various
6069,617,technical,Reduction,0.8747098,various
6070,617,technical,Shape,Cushion,various
6071,617,technical,Diamond Size(Round) mm,1.4,various
6072,617,technical,Diamond Size(Cushion) mm,4.0,various
6073,617,technical,Diamond Count(Cushion),1.0,various
6074,618,technical,SKU Code,S R-19023(0.50),various
6075,618,technical,Diamond Wt,0.45,various
6076,618,technical,Volume,278.57,various
6077,618,technical,Casting wt.,4.373549,various
6078,618,technical,18KT wt.(Gm),3.4988392,various
6079,618,technical,Diamond Count(Round),12.0,various
6080,618,technical,Length,21.1,various
6081,618,technical,Width,7.81,various
6082,618,technical,Reduction,0.8747098,various
6083,618,technical,Shape,Cushion,various
6084,618,technical,Diamond Size(Round) mm,1.4,various
6085,618,technical,Diamond Size(Cushion) mm,4.0,various
6086,618,technical,Diamond Count(Cushion),1.0,various
6087,619,technical,SKU Code,S R-19023(0.50),various
6088,619,technical,Diamond Wt,0.45,various
6089,619,technical,Volume,278.57,various
6090,619,technical,Casting wt.,4.373549,various
6091,619,technical,18KT wt.(Gm),3.4988392,various
6092,619,technical,Diamond Count(Round),12.0,various
6093,619,technical,Length,21.1,various
6094,619,technical,Width,7.81,various
6095,619,technical,Reduction,0.8747098,various
6096,619,technical,Shape,Cushion,various
6097,619,technical,Diamond Size(Round) mm,1.4,various
6098,619,technical,Diamond Size(Cushion) mm,4.0,various
6099,619,technical,Diamond Count(Cushion),1.0,various
6100,620,technical,SKU Code,S R-19023(0.50),various
6101,620,technical,Diamond Wt,0.45,various
6102,620,technical,Volume,278.57,various
6103,620,technical,Casting wt.,4.373549,various
6104,620,technical,18KT wt.(Gm),3.4988392,various
6105,620,technical,Diamond Count(Round),12.0,various
6106,620,technical,Length,21.1,various
6107,620,technical,Width,7.81,various
6108,620,technical,Reduction,0.8747098,various
6109,620,technical,Shape,Cushion,various
6110,620,technical,Diamond Size(Round) mm,1.4,various
6111,620,technical,Diamond Size(Cushion) mm,4.0,various
6112,620,technical,Diamond Count(Cushion),1.0,various
6113,621,technical,SKU Code,S R-19023(0.50),various
6114,621,technical,Diamond Wt,0.45,various
6115,621,technical,Volume,278.57,various
6116,621,technical,Casting wt.,4.373549,various
6117,621,technical,18KT wt.(Gm),3.4988392,various
6118,621,technical,Diamond Count(Round),12.0,various
6119,621,technical,Length,21.1,various
6120,621,technical,Width,7.81,various
6121,621,technical,Reduction,0.8747098,various
6122,621,technical,Shape,Cushion,various
6123,621,technical,Diamond Size(Round) mm,1.4,various
6124,621,technical,Diamond Size(Cushion) mm,4.0,various
6125,621,technical,Diamond Count(Cushion),1.0,various
6126,622,technical,SKU Code,S R-19023(0.50),various
6127,622,technical,Diamond Wt,0.45,various
6128,622,technical,Volume,278.57,various
6129,622,technical,Casting wt.,4.373549,various
6130,622,technical,18KT wt.(Gm),3.4988392,various
6131,622,technical,Diamond Count(Round),12.0,various
6132,622,technical,Length,21.1,various
6133,622,technical,Width,7.81,various
6134,622,technical,Reduction,0.8747098,various
6135,622,technical,Shape,Cushion,various
6136,622,technical,Diamond Size(Round) mm,1.4,various
6137,622,technical,Diamond Size(Cushion) mm,4.0,various
6138,622,technical,Diamond Count(Cushion),1.0,various
6139,623,technical,SKU Code,S R-19023(0.50),various
6140,623,technical,Diamond Wt,0.45,various
6141,623,technical,Volume,278.57,various
6142,623,technical,Casting wt.,4.373549,various
6143,623,technical,18KT wt.(Gm),3.4988392,various
6144,623,technical,Diamond Count(Round),12.0,various
6145,623,technical,Length,21.1,various
6146,623,technical,Width,7.81,various
6147,623,technical,Reduction,0.8747098,various
6148,623,technical,Shape,Cushion,various
6149,623,technical,Diamond Size(Round) mm,1.4,various
6150,623,technical,Diamond Size(Cushion) mm,4.0,various
6151,623,technical,Diamond Count(Cushion),1.0,various
6152,624,technical,SKU Code,S R-19023(0.50),various
6153,624,technical,Diamond Wt,0.45,various
6154,624,technical,Volume,278.57,various
6155,624,technical,Casting wt.,4.373549,various
6156,624,technical,18KT wt.(Gm),3.4988392,various
6157,624,technical,Diamond Count(Round),12.0,various
6158,624,technical,Length,21.1,various
6159,624,technical,Width,7.81,various
6160,624,technical,Reduction,0.8747098,various
6161,624,technical,Shape,Cushion,various
6162,624,technical,Diamond Size(Round) mm,1.4,various
6163,624,technical,Diamond Size(Cushion) mm,4.0,various
6164,624,technical,Diamond Count(Cushion),1.0,various
6165,625,technical,SKU Code,S R-19024(0.50),various
6166,625,technical,Diamond Wt,0.43,various
6167,625,technical,Volume,277.4,various
6168,625,technical,Casting wt.,4.355179999999999,various
6169,625,technical,18KT wt.(Gm),3.4841439999999992,various
6170,625,technical,Diamond Count(Round),14.0,various
6171,625,technical,Length,21.1,various
6172,625,technical,Width,9.34,various
6173,625,technical,Reduction,0.8710359999999998,various
6174,625,technical,Shape,Oval,various
6175,625,technical,Diamond Size(Round) mm,1.3,various
6176,625,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6177,625,technical,Diamond Count(Oval),1.0,various
6178,626,technical,SKU Code,S R-19024(0.50),various
6179,626,technical,Diamond Wt,0.43,various
6180,626,technical,Volume,277.4,various
6181,626,technical,Casting wt.,4.355179999999999,various
6182,626,technical,18KT wt.(Gm),3.4841439999999992,various
6183,626,technical,Diamond Count(Round),14.0,various
6184,626,technical,Length,21.1,various
6185,626,technical,Width,9.34,various
6186,626,technical,Reduction,0.8710359999999998,various
6187,626,technical,Shape,Oval,various
6188,626,technical,Diamond Size(Round) mm,1.3,various
6189,626,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6190,626,technical,Diamond Count(Oval),1.0,various
6191,627,technical,SKU Code,S R-19024(0.50),various
6192,627,technical,Diamond Wt,0.43,various
6193,627,technical,Volume,277.4,various
6194,627,technical,Casting wt.,4.355179999999999,various
6195,627,technical,18KT wt.(Gm),3.4841439999999992,various
6196,627,technical,Diamond Count(Round),14.0,various
6197,627,technical,Length,21.1,various
6198,627,technical,Width,9.34,various
6199,627,technical,Reduction,0.8710359999999998,various
6200,627,technical,Shape,Oval,various
6201,627,technical,Diamond Size(Round) mm,1.3,various
6202,627,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6203,627,technical,Diamond Count(Oval),1.0,various
6204,628,technical,SKU Code,S R-19024(0.50),various
6205,628,technical,Diamond Wt,0.43,various
6206,628,technical,Volume,277.4,various
6207,628,technical,Casting wt.,4.355179999999999,various
6208,628,technical,18KT wt.(Gm),3.4841439999999992,various
6209,628,technical,Diamond Count(Round),14.0,various
6210,628,technical,Length,21.1,various
6211,628,technical,Width,9.34,various
6212,628,technical,Reduction,0.8710359999999998,various
6213,628,technical,Shape,Oval,various
6214,628,technical,Diamond Size(Round) mm,1.3,various
6215,628,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6216,628,technical,Diamond Count(Oval),1.0,various
6217,629,technical,SKU Code,S R-19024(0.50),various
6218,629,technical,Diamond Wt,0.43,various
6219,629,technical,Volume,277.4,various
6220,629,technical,Casting wt.,4.355179999999999,various
6221,629,technical,18KT wt.(Gm),3.4841439999999992,various
6222,629,technical,Diamond Count(Round),14.0,various
6223,629,technical,Length,21.1,various
6224,629,technical,Width,9.34,various
6225,629,technical,Reduction,0.8710359999999998,various
6226,629,technical,Shape,Oval,various
6227,629,technical,Diamond Size(Round) mm,1.3,various
6228,629,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6229,629,technical,Diamond Count(Oval),1.0,various
6230,630,technical,SKU Code,S R-19024(0.50),various
6231,630,technical,Diamond Wt,0.43,various
6232,630,technical,Volume,277.4,various
6233,630,technical,Casting wt.,4.355179999999999,various
6234,630,technical,18KT wt.(Gm),3.4841439999999992,various
6235,630,technical,Diamond Count(Round),14.0,various
6236,630,technical,Length,21.1,various
6237,630,technical,Width,9.34,various
6238,630,technical,Reduction,0.8710359999999998,various
6239,630,technical,Shape,Oval,various
6240,630,technical,Diamond Size(Round) mm,1.3,various
6241,630,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6242,630,technical,Diamond Count(Oval),1.0,various
6243,631,technical,SKU Code,S R-19024(0.50),various
6244,631,technical,Diamond Wt,0.43,various
6245,631,technical,Volume,277.4,various
6246,631,technical,Casting wt.,4.355179999999999,various
6247,631,technical,18KT wt.(Gm),3.4841439999999992,various
6248,631,technical,Diamond Count(Round),14.0,various
6249,631,technical,Length,21.1,various
6250,631,technical,Width,9.34,various
6251,631,technical,Reduction,0.8710359999999998,various
6252,631,technical,Shape,Oval,various
6253,631,technical,Diamond Size(Round) mm,1.3,various
6254,631,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6255,631,technical,Diamond Count(Oval),1.0,various
6256,632,technical,SKU Code,S R-19024(0.50),various
6257,632,technical,Diamond Wt,0.43,various
6258,632,technical,Volume,277.4,various
6259,632,technical,Casting wt.,4.355179999999999,various
6260,632,technical,18KT wt.(Gm),3.4841439999999992,various
6261,632,technical,Diamond Count(Round),14.0,various
6262,632,technical,Length,21.1,various
6263,632,technical,Width,9.34,various
6264,632,technical,Reduction,0.8710359999999998,various
6265,632,technical,Shape,Oval,various
6266,632,technical,Diamond Size(Round) mm,1.3,various
6267,632,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6268,632,technical,Diamond Count(Oval),1.0,various
6269,633,technical,SKU Code,S R-19024(0.50),various
6270,633,technical,Diamond Wt,0.43,various
6271,633,technical,Volume,277.4,various
6272,633,technical,Casting wt.,4.355179999999999,various
6273,633,technical,18KT wt.(Gm),3.4841439999999992,various
6274,633,technical,Diamond Count(Round),14.0,various
6275,633,technical,Length,21.1,various
6276,633,technical,Width,9.34,various
6277,633,technical,Reduction,0.8710359999999998,various
6278,633,technical,Shape,Oval,various
6279,633,technical,Diamond Size(Round) mm,1.3,various
6280,633,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6281,633,technical,Diamond Count(Oval),1.0,various
6282,634,technical,SKU Code,S R-19024(0.50),various
6283,634,technical,Diamond Wt,0.43,various
6284,634,technical,Volume,277.4,various
6285,634,technical,Casting wt.,4.355179999999999,various
6286,634,technical,18KT wt.(Gm),3.4841439999999992,various
6287,634,technical,Diamond Count(Round),14.0,various
6288,634,technical,Length,21.1,various
6289,634,technical,Width,9.34,various
6290,634,technical,Reduction,0.8710359999999998,various
6291,634,technical,Shape,Oval,various
6292,634,technical,Diamond Size(Round) mm,1.3,various
6293,634,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6294,634,technical,Diamond Count(Oval),1.0,various
6295,635,technical,SKU Code,S R-19024(0.50),various
6296,635,technical,Diamond Wt,0.43,various
6297,635,technical,Volume,277.4,various
6298,635,technical,Casting wt.,4.355179999999999,various
6299,635,technical,18KT wt.(Gm),3.4841439999999992,various
6300,635,technical,Diamond Count(Round),14.0,various
6301,635,technical,Length,21.1,various
6302,635,technical,Width,9.34,various
6303,635,technical,Reduction,0.8710359999999998,various
6304,635,technical,Shape,Oval,various
6305,635,technical,Diamond Size(Round) mm,1.3,various
6306,635,technical,Diamond Size(Oval) mm,5.8 * 3.8,various
6307,635,technical,Diamond Count(Oval),1.0,various
6308,636,technical,SKU Code,S R-19024(0.50),various
6309,636,technical,Diamond Wt,0.43,various
6310,636,technical,Volume,277.4,various
6311,636,technical,Casting wt.,4.355179999999999,various
